	id	leg_term	desc	pos_tag	term_root
2173	5720036	үнэ шилжилтийн тохируулга хийх арг	бодит үнэ тодорхойлох зарчмын дагуу харилцан хамаарал бүхий этгээд хооронд хийгдсэн бараа, ажил, үйлчилгээний нөхцөл, үнийг тодорхойлохыг	NM	арга
2177	5610027	утаат тамхи татах зөвшөөрөгдсөн цэг	утаат тамхи татах зориулалтаар тусгайлан бэлтгэсэн талбай, агааржуулалтын тоног төхөөрөмжөөр тоноглож тусгаарласан тасалгааг	NM	цэг
2176	8090025	харьцуулан шинжлэх хэв загвар, дээж	шинжилгээ хийгдэж байгаа хүн, амьтан, ургамлын хэсэг, амьтан, ургамлын гаралтай түүхий эд, бүтээгдэхүүн, цогцос, компьютерын программ, цахим мэдээлэл, өгөгдөл, гэрэл зураг, дууны, дүрсний, дуу-дүрсний бичлэг, баримт бичиг, химийн хорт болон аюултай бодис зэрэг шинжилгээ хийж, дүгнэлт гаргахад шинжээчид зайлшгүй шаардлагатай, хуульд заасан журмын дагуу хураан авч бэхжүүлсэн бусад объектыг	NM	дээж
2172	3480029	үндсэн хуулийг дээдлэн сахих зарчим	улсын их хурал хянан шалгах бүрэн эрхээ хэрэгжүүлэхдээ үндсэн хуулийн суурь үзэл баримтлал, үндсэн зарчмын хүрээнд ажиллахыг	NM	зарчим
2172	3480029	үндсэн хуулийг дээдлэн сахих зарчм	улсын их хурал хянан шалгах бүрэн эрхээ хэрэгжүүлэхдээ үндсэн хуулийн суурь үзэл баримтлал, үндсэн зарчмын хүрээнд ажиллахыг	NM	зарчим
2174	7830029	хоёрдугаар зэргийн бэлтгэл үүрэгтэн	цэргийн бүртгэлд байгаа цэргийн алба хаагаагүй эрэгтэйчүүд болон цэрэгт бүртгэлтэй мэргэжил бүхий эмэгтэйчүүдийг	NM	үүрэгтэн
2174	7830029	хоёрдугаар зэргийн бэлтгэл үүрэгтн	цэргийн бүртгэлд байгаа цэргийн алба хаагаагүй эрэгтэйчүүд болон цэрэгт бүртгэлтэй мэргэжил бүхий эмэгтэйчүүдийг	NM	үүрэгтэн
2175	5250013	оюуны өмчийн мэдээллийн нэгдсэн сан	нэгдсэн ангилал, индекс, стандарт, баримт бичгийн шаардлага болон хуульд заасны дагуу бүрдүүлж, боловсруулж, хадгалсан оюуны өмчийн цаасан болон цахим мэдээллийн бүрдлийг	NM	сан
2203	7670019	хэмжих хэрэгслийн шалгалт тохируулга	хэмжих хэрэгслийн заалтыг тодорхой нөхцөлд хэмжлийн эталоны утгатай харьцуулж, хэмжлийн үр дүнг тогтоох үйл ажиллагааг	NM	тохируулга
2203	7670019	хэмжих хэрэгслийн шалгалт тохируулг	хэмжих хэрэгслийн заалтыг тодорхой нөхцөлд хэмжлийн эталоны утгатай харьцуулж, хэмжлийн үр дүнг тогтоох үйл ажиллагааг	NM	тохируулга
2204	2410043	технологийн хамгаалалтын арга хэмжээ	цахим орчинд бүтээл, хамаарах эрхийн объектыг зохиогч, зохиогчийн эрх болон хамаарах эрх эзэмшигчийн зөвшөөрөлгүйгээр ашиглахаас урьдчилан сэргийлэх, хяналт тавих, хамгаалах зорилгоор нэвтрэх, хуулбарлах, дамжуулах, нийтэд түгээх боломжийг хязгаарласан, кодолсон, шифрлэлт ашигласан зэрэг хамгаалалтын арга хэмжээг	NM	хэмжээ
2205	6910016	биржийн арилжааны зах зээлд оролцогч	бараа, түүхий эдийг бэлтгэх, үйлдвэрлэх, чанар, тоо хэмжээг тодорхойлох, хадгалах, тээвэрлэх, зуучлан арилжих, биржийн арилжааг зохион байгуулах, төлбөр тооцоог гүйцэтгэх, гарал үүслийг гэрчлэх, экспортлох үйл ажиллагааг эрхэлж байгаа этгээдийг	NM	оролцогч
2213	2740021	халдварт өвчнөөс урьдчилан сэргийлэх	өвчний гаралт, тархалтад нөлөөлж байгаа хүчин зүйлийг арилгах зорилгоор хийгдэх үзлэг, тандалт, халдваргүйтгэл, дархлаажуулалт, нүүлгэн шилжүүлэлт, шилжилт хөдөлгөөний хяналт зэрэг мэргэжлийн үйл ажиллагааг	NM	сэргийлэх
2213	2740021	халдварт өвчнөөс урьдчилан сэргийлх	өвчний гаралт, тархалтад нөлөөлж байгаа хүчин зүйлийг арилгах зорилгоор хийгдэх үзлэг, тандалт, халдваргүйтгэл, дархлаажуулалт, нүүлгэн шилжүүлэлт, шилжилт хөдөлгөөний хяналт зэрэг мэргэжлийн үйл ажиллагааг	NM	сэргийлэх
2207	730035	барааны тэмдгийн олон улсын мэдүүлэг	"мадридын хэлэлцээр, мадридын протоколын дагуу дэлхийн оюуны өмчийн байгууллагын оюуны өмчийн олон улсын товчоо /цаашид ""олон улсын товчоо"" гэх/-оор дамжуулан гаргасан мэдүүлгийг"	NM	мэдүүлэг
2207	730035	барааны тэмдгийн олон улсын мэдүүлг	"мадридын хэлэлцээр, мадридын протоколын дагуу дэлхийн оюуны өмчийн байгууллагын оюуны өмчийн олон улсын товчоо /цаашид ""олон улсын товчоо"" гэх/-оор дамжуулан гаргасан мэдүүлгийг"	NM	мэдүүлэг
2208	400025	аудитын үйлчилгээний дотоод стандарт	аудитын хуулийн этгээдээс аудитын олон улсын стандарт, түүнтэй адилтгах заавар журамд нийцүүлэн баталж, тухайн аудитын хуулийн этгээдэд мөрдөх баримт бичгийг	NM	стандарт
2209	7900025	эдийн засгийн хамтын ажиллагааны бүс	хил залгаа улстай тус тусын хилийн зурвас дахь газарт засгийн газар хоорондын хэлэлцээрт үндэслэн байгуулсан чөлөөт бүсийг	NM	бүс
2210	1970017	залуучуудын хөгжлийн үндэсний зөвлөл	залуучуудын хөгжил, оролцоог дэмжих салбар дундын үйл ажиллагааг үндэсний болон орон нутгийн түвшинд уялдуулан зохицуулах, хэрэгжилтийг нэгдсэн удирдлагаар хангах чиг үүрэг бүхий орон тооны бус зөвлөлийг	NM	зөвлөл
2210	1970017	залуучуудын хөгжлийн үндэсний зөвлл	залуучуудын хөгжил, оролцоог дэмжих салбар дундын үйл ажиллагааг үндэсний болон орон нутгийн түвшинд уялдуулан зохицуулах, хэрэгжилтийг нэгдсэн удирдлагаар хангах чиг үүрэг бүхий орон тооны бус зөвлөлийг	NM	зөвлөл
2211	2650033	кибер халдлага, зөрчилтэй тэмцэх төв	кибер халдлага, зөрчлөөс урьдчилан сэргийлэх, илрүүлэх, таслан зогсоох, хариу арга хэмжээ авах, мэдээллийн системийг нөхөн сэргээх үйл ажиллагааг зохицуулж, мэргэжлийн удирдлагаар хангах үндсэн чиг үүрэг бүхий этгээдийг	NM	төв
2212	870016	виртуал хөрөнгийн үйлчилгээ үзүүлэгч	энэ хуулийн 61-д заасан үйл ажиллагаа эрхэлж байгаа компанийг	NM	үзүүлэгч
2206	2740025	шинэ болон дахин сэргэж байгаа өвчин	монгол улсад анх удаа оношлогдож байгаа, эсхүл тухайн өвчнөөр тайван, эрүүл байгааг эрх бүхий байгууллагаас баталгаажуулсны дараа дахин гарч байгаа халдварт өвчнийг	NM	өвчин
2206	2740025	шинэ болон дахин сэргэж байгаа өвчн	монгол улсад анх удаа оношлогдож байгаа, эсхүл тухайн өвчнөөр тайван, эрүүл байгааг эрх бүхий байгууллагаас баталгаажуулсны дараа дахин гарч байгаа халдварт өвчнийг	NM	өвчин
1188	1135	халдварт өвчний эсрэг дархлаажуулалт	халдварт өвчнөөс сэргийлэх, түүний тархалтыг хязгаарлах, өвчнийг устгах зорилгоор дархлаажуулах бэлдмэл хэрэглэх арга хэмжээний тогтолцоо	NM	дархлаажуулалт
2202	5720234	эрх бүхий этгээд хоорондын хэлэлцээр	энэ хуулийн 1815-д заасан хэлэлцээрийг хэрэгжүүлэх, хэлэлцээрийн зүйл, заалтыг тайлбарлах, тодруулах зорилгоор хэлэлцэн тохирогч талуудын томилсон эрх бүхий этгээд хооронд байгуулсан хоёр талт болон олон талт гэрээ, хэлэлцээрийг	NM	хэлэлцээр
1189	215	бүртгэгдсэн тэмдэг, газар зүйн заалт	оюуны өмчийн байгууллага хуульд заасан журмын дагуу улсын бүртгэлд бүртгэж, гэрчилгээ олгосон барааны тэмдэг, газар зүйн заалт	NM	заалт
1190	1110	үүлдэр, үүлдрийн болон үржлийн хэсэг	хүний урьдчилан төлөвлөсөн ухамсарт үйл ажиллагаагаар бий болсон, нэг гарал үүсэлтэй, өөр дотор нь үржүүлэхэд тооны хувьд хангалттай, биологи, морфологи, аж ахуйн ашигтай шинжээрээ тухайн төрлийн малын бусад үүлдэр, үүлдрийн болон үржлийн хэсгээс ялгагдах өвөрмөц онцлогтой, үржлийн үнэт чанараа үр төлдөө баттай удамшуулдаг бүлэг мал	NM	хэсэг
1190	1110	үүлдэр, үүлдрийн болон үржлийн хэсг	хүний урьдчилан төлөвлөсөн ухамсарт үйл ажиллагаагаар бий болсон, нэг гарал үүсэлтэй, өөр дотор нь үржүүлэхэд тооны хувьд хангалттай, биологи, морфологи, аж ахуйн ашигтай шинжээрээ тухайн төрлийн малын бусад үүлдэр, үүлдрийн болон үржлийн хэсгээс ялгагдах өвөрмөц онцлогтой, үржлийн үнэт чанараа үр төлдөө баттай удамшуулдаг бүлэг мал	NM	хэсэг
1191	1177	хор уршиг гэм буруугүйгээр учруулсан	гэмт хэрэг үйлдсэн этгээд өөрийн үйлдэл, эс үйлдэхүйн нийгмийн аюулын шинж чанарыг ухамсарлаагүй, хэргийн нөхцөл байдлын улмаас ухамсарлах боломжгүй байсан, түүнчлэн учирч болох нийгэмд аюултай хор уршгийг урьдчилан  мэдэх боломжгүй, мэдэх ёсгүй байсан	NM	учруулсан
1191	1177	хор уршиг гэм буруугүйгээр учруулсн	гэмт хэрэг үйлдсэн этгээд өөрийн үйлдэл, эс үйлдэхүйн нийгмийн аюулын шинж чанарыг ухамсарлаагүй, хэргийн нөхцөл байдлын улмаас ухамсарлах боломжгүй байсан, түүнчлэн учирч болох нийгэмд аюултай хор уршгийг урьдчилан  мэдэх боломжгүй, мэдэх ёсгүй байсан	NM	учруулсан
1192	1221	хуулийн этгээдийн оршин байгаа газар	хуулийн этгээдийн ерөнхий захиргаа байршин байгаа газар	NM	газар
1192	1221	хуулийн этгээдийн оршин байгаа газр	хуулийн этгээдийн ерөнхий захиргаа байршин байгаа газар	NM	газар
1193	1332	шийдвэр гүйцэтгэх ажиллагааны зардал	шийдвэр гүйцэтгэх байгууллагаас шийдвэр гүйцэтгэх ажиллагааг хэрэгжүүлэхтэй холбогдон зайлшгүй гарах зардал	NM	зардал
1193	1332	шийдвэр гүйцэтгэх ажиллагааны зардл	шийдвэр гүйцэтгэх байгууллагаас шийдвэр гүйцэтгэх ажиллагааг хэрэгжүүлэхтэй холбогдон зайлшгүй гарах зардал	NM	зардал
1177	890	техникийн холбогдолтой томоохон осол	үйлдвэрлэл, технологийн горим зөрчигдсөнөөс тоног төхөөрөмж, барилга байгууламж, шугам, сүлжээ эвдрэх, тээврийн хэрэгсэл сүйрэх, цацраг идэвхт болон химийн хорт бодис алдагдах зэрэг	NM	осол
1177	890	техникийн холбогдолтой томоохон осл	үйлдвэрлэл, технологийн горим зөрчигдсөнөөс тоног төхөөрөмж, барилга байгууламж, шугам, сүлжээ эвдрэх, тээврийн хэрэгсэл сүйрэх, цацраг идэвхт болон химийн хорт бодис алдагдах зэрэг	NM	осол
1178	725	онцгой болон энгийн хамгаалалтын бүс	усны эх, ундарга, нөөцийг хомсдох, бохирдохоос хамгаалах зорилгоор тогтоосон зурвас газар	NM	бүс
1180	1333	шийдвэр гүйцэтгэх ажиллагааны талууд	төлбөр төлөгч, төлбөр авагч	NM	талууд
1181	322	гэмт хэрэг шууд бус санаатай үйлдсэн	гэмт хэрэг үйлдсэн этгээд  өөрийн үйлдэл, эс үйлдэхүйн нийгмийн  аюулын шинж чанарыг ухамсарлаж, түүний улмаас нийгэмд аюултай хор уршиг учрах боломжтойг урьдчилан мэдсэн, уг хор уршгийг хүсээгүй боловч түүнд зориуд хүргэсэн	NM	үйлдсэн
1181	322	гэмт хэрэг шууд бус санаатай үйлдсн	гэмт хэрэг үйлдсэн этгээд  өөрийн үйлдэл, эс үйлдэхүйн нийгмийн  аюулын шинж чанарыг ухамсарлаж, түүний улмаас нийгэмд аюултай хор уршиг учрах боломжтойг урьдчилан мэдсэн, уг хор уршгийг хүсээгүй боловч түүнд зориуд хүргэсэн	NM	үйлдсэн
1186	59	ариун цэврийн болон хамгаалалтын бүс	рашаан ордыг бохирдох, хомсдохоос хамгаалсан дэглэм  тогтоосон талбай	NM	бүс
2201	5920025	төрийн болон албаны нууцыг хамгаалах	төрийн болон албаны нууцыг задруулах, үрэгдүүлэхээс урьдчилан сэргийлэхэд чиглэсэн хууль зүй, зохион байгуулалт, техник, криптографын болон бусад арга хэмжээний цогцыг	NM	хамгаалах
2201	5920025	төрийн болон албаны нууцыг хамгаалх	төрийн болон албаны нууцыг задруулах, үрэгдүүлэхээс урьдчилан сэргийлэхэд чиглэсэн хууль зүй, зохион байгуулалт, техник, криптографын болон бусад арга хэмжээний цогцыг	NM	хамгаалах
1185	34	албан ёсны бус статистикийн мэдээлэл	статистикийн тухай хуулийн  5 дугаарт тодорхойлсоноос бусад  статистикийн мэдээлэл, судалгааны дүн	NM	мэдээлэл
1185	34	албан ёсны бус статистикийн мэдээлл	статистикийн тухай хуулийн  5 дугаарт тодорхойлсоноос бусад  статистикийн мэдээлэл, судалгааны дүн	NM	мэдээлэл
2199	1920020	жендэрийн шууд ялгаварлан гадуурхалт	бусдыг хүйсээр ялгаварлаж адил буюу ижил төстэй нөхцөлд эсрэг хүйсийн хүнээс ялгаатай байдалд хүргэсэн, эсхүл хүргэхийг оролдсон үйлдлийг	NM	гадуурхалт
2186	5720039	дотоод харьцуулалт хийх ажил гүйлгээ	татвар төлөгчийн харилцан хамааралтай этгээдтэй хийсэн ажил гүйлгээ болон бие даасан этгээдтэй хийсэн ажил гүйлгээг	NM	гүйлгээ
2200	4880035	ой, хээрийн түймрээс учирсан хохирол	түймрийн улмаас хүний амь нас, эрүүл мэнд, байгаль-экологи, эд материалд учирсан хохирол, ой, хээрийн түймэр унтраахад гарсан зардлыг	NM	хохирол
2200	4880035	ой, хээрийн түймрээс учирсан хохирл	түймрийн улмаас хүний амь нас, эрүүл мэнд, байгаль-экологи, эд материалд учирсан хохирол, ой, хээрийн түймэр унтраахад гарсан зардлыг	NM	хохирол
2185	2780026	дээд түвшний эрсдэлээс хамгаалах сан	энэ хуулийн 813-т заасан түвшинд гарсан нөхөн төлбөр төлөх зориулалттай санг	NM	сан
2184	6630029	усны нөөцийн менежментийн төлөвлөгөө	сав газрын усны нөөцийг хамгаалах, зохистой ашиглах, нөхөн сэргээхтэй холбогдсон үйл ажиллагааг нэгдмэл байдлаар зохицуулах баримт бичгийг	NM	төлөвлөгөө
2183	660021	нэгдүгээр зэрэглэлийн өөрийн хөрөнгө	банкны энгийн хувьцаа, түүнтэй дүйцэхүйц давуу эрхийн хувьцаа, цэвэр ашгаас байгуулсан нөөцийн сан, хуримтлагдсан ашиг алдагдал, нэмж төлөгдсөн энгийн хувьцаа, хандивын хөрөнгө	NM	хөрөнгө
2183	660021	нэгдүгээр зэрэглэлийн өөрийн хөрөнг	банкны энгийн хувьцаа, түүнтэй дүйцэхүйц давуу эрхийн хувьцаа, цэвэр ашгаас байгуулсан нөөцийн сан, хуримтлагдсан ашиг алдагдал, нэмж төлөгдсөн энгийн хувьцаа, хандивын хөрөнгө	NM	хөрөнгө
2182	270041	амьтны экологи-эдийн засгийн үнэлгээ	тухайн зүйл амьтны амьдрах орчин болон экологийн, эдийн засгийн, эрх зүйн, нийгмийн ач холбогдлоор нь үнэлсэн тусгай аргачлалын дагуу тооцсон амьтны мөнгөн үнэлгээг	NM	үнэлгээ
1187	445	жагсаал, цуглааныг зохион байгуулагч	жагсаал, цуглааныг санаачлагч иргэн	NM	байгуулагч
2181	50031	тээврийн хэрэгслийн мэргэшсэн жолооч	автотээврийн хэрэгслийг жолоодох ажил гүйцэтгэж өөрт ашиг, орлого олох зорилгоор эрх бүхий байгууллагаас баталсан журмын дагуу сургалтын хөтөлбөрт хамрагдан мэргэжлийн үнэмлэх авсан этгээдийг	NM	жолооч
2180	6970019	татварын хувь, хэмжээг тогтворжуулах	энэ хуульд заасан татварын хувь, хэмжээг тогтворжуулах гэрчилгээний хүчинтэй байх хугацаанд энэ хуулийн 134-т заасны дагуу нэмэхгүйгээр хэвээр хадгалах, эсхүл бууруулахыг	NM	тогтворжуулах
2180	6970019	татварын хувь, хэмжээг тогтворжуулх	энэ хуульд заасан татварын хувь, хэмжээг тогтворжуулах гэрчилгээний хүчинтэй байх хугацаанд энэ хуулийн 134-т заасны дагуу нэмэхгүйгээр хэвээр хадгалах, эсхүл бууруулахыг	NM	тогтворжуулах
2179	650014	хадгаламжийн даатгалын үйл ажиллагаа	энэ хуульд заасны дагуу банкнаас харилцах болон хадгаламжийн дансан дахь мөнгөн хөрөнгийг хадгаламжийн даатгалын корпорацид даатгуулах, даатгалын тохиолдол бий болоход хадгаламж эзэмшигчид даатгалын нөхөн төлбөр төлөх, банкны актив, пассивыг шилжүүлэх, тусгай зориулалтын банк байгуулах үед шилжүүлэн авч байгаа банкинд санхүүгийн дэмжлэг үзүүлэхтэй холбогдсон үйл ажиллагааг	NM	ажиллагаа
2178	5920027	төрийн болон албаны нууцыг задруулах	мэдээлэх, дамжуулах, үзүүлэх, хэвлэн нийтлэх болон бусад арга замаар төрийн болон албаны нууцтай танилцах эрхгүй этгээдэд хүрсэн байхыг	NM	задруулах
2178	5920027	төрийн болон албаны нууцыг задруулх	мэдээлэх, дамжуулах, үзүүлэх, хэвлэн нийтлэх болон бусад арга замаар төрийн болон албаны нууцтай танилцах эрхгүй этгээдэд хүрсэн байхыг	NM	задруулах
2187	2430021	жижиг, дунд үйлдвэрийг хөгжүүлэх сан	засгийн газрын тусгай сангийн тухай хуулийн 644-т заасныг	NM	сан
2188	6970022	гадаадын төрийн өмчит хуулийн этгээд	нийт гаргасан хувьцааных нь 50, түүнээс дээш хувийг гадаад улсын төр шууд болон шууд бусаар эзэмшиж байгаа хуулийн этгээдийг	NM	этгээд
2189	6190024	мэргэжлийн итгэмжлэгдсэн байгууллага	мэргэжлийн зөвлөлийн дүгнэлтийг үндэслэн геологи, уул уурхайн асуудал эрхэлсэн төрийн захиргааны төв байгууллагаас эрх олгосон, тэсэрч дэлбэрэх бодис, тэсэлгээний хэрэгсэлд сорилт туршилт хийх эрхтэй, шинжээчдээс бүрдсэн, лабораторийн туршилтын бааз бүхий хуулийн этгээдийг	NM	байгууллага
2189	6190024	мэргэжлийн итгэмжлэгдсэн байгууллаг	мэргэжлийн зөвлөлийн дүгнэлтийг үндэслэн геологи, уул уурхайн асуудал эрхэлсэн төрийн захиргааны төв байгууллагаас эрх олгосон, тэсэрч дэлбэрэх бодис, тэсэлгээний хэрэгсэлд сорилт туршилт хийх эрхтэй, шинжээчдээс бүрдсэн, лабораторийн туршилтын бааз бүхий хуулийн этгээдийг	NM	байгууллага
2190	690036	банкны актив, пассив, өөрийн хөрөнгө	олон улсын стандартад нийцүүлэн монголбанкнаас баталсан нягтлан бодох бүртгэлийн журамд тодорхойлсон зүйлийг	NM	хөрөнгө
2190	690036	банкны актив, пассив, өөрийн хөрөнг	олон улсын стандартад нийцүүлэн монголбанкнаас баталсан нягтлан бодох бүртгэлийн журамд тодорхойлсон зүйлийг	NM	хөрөнгө
2198	6700030	бүх нийтийн үйлчилгээний үүргийн сан	бүх нийтийн үйлчилгээний үүргийг хэрэгжүүлэхээр төвлөрүүлсэн хөрөнгийг	NM	сан
2197	5840032	дагнасан хэрэглээний талбай эзэмшигч	эзэмшилдээ дагнасан хэрэглээний талбай бүхий хуулийн этгээдийг	NM	эзэмшигч
2196	7860023	цэргийн эд хөрөнгөд хохирол учруулах	цэргийн алба хаагч өөрт нь итгэмжлэн хариуцуулсан буюу бусад байдлаар олгосон цэргийн эд хөрөнгийг эзэмших, ашиглах үедээ эвдэж гэмтээх, үрэгдүүлэх, гээгдүүлэх, завших, устгах болон бусад хэлбэрээр эд хөрөнгийн хохирол учруулахыг	NM	учруулах
2196	7860023	цэргийн эд хөрөнгөд хохирол учруулх	цэргийн алба хаагч өөрт нь итгэмжлэн хариуцуулсан буюу бусад байдлаар олгосон цэргийн эд хөрөнгийг эзэмших, ашиглах үедээ эвдэж гэмтээх, үрэгдүүлэх, гээгдүүлэх, завших, устгах болон бусад хэлбэрээр эд хөрөнгийн хохирол учруулахыг	NM	учруулах
2195	7780020	тоон гарын үсгийн гэрчилгээ эзэмшигч	энэ хуульд заасны дагуу тоон гарын үсэг, цахим тамга хэрэглэх тоон гарын үсгийн хувийн түлхүүр эзэмшигч хүн, хуулийн этгээдийг	NM	эзэмшигч
2194	1370019	гаалийн болон бусад татвар ногдуулах	энэ хууль болон бусад хууль тогтоомжийн дагуу албан татвар тооцохыг	NM	ногдуулах
2194	1370019	гаалийн болон бусад татвар ногдуулх	энэ хууль болон бусад хууль тогтоомжийн дагуу албан татвар тооцохыг	NM	ногдуулах
2193	2780025	дунд түвшний эрсдэлээс хамгаалах сан	энэ хуулийн 812-т заасан түвшинд гарсан давхар даатгалын нөхөн төлбөр төлөх зориулалттай санг	NM	сан
2192	5920026	төрийн болон албаны нууцыг ил болгох	энэ хуульд заасан үндэслэл, журмын дагуу төрийн болон албаны нууцын хамгаалалт, нууцлах хугацаа, зэрэглэлийг хүчингүй болгохыг	NM	болгох
2192	5920026	төрийн болон албаны нууцыг ил болгх	энэ хуульд заасан үндэслэл, журмын дагуу төрийн болон албаны нууцын хамгаалалт, нууцлах хугацаа, зэрэглэлийг хүчингүй болгохыг	NM	болгох
2191	5150019	орон нутгийн хамгаалалтын төлөвлөгөө	орон нутгийн хамгаалалтыг зохион байгуулж хэрэгжүүлэх удирдлагын баримт бичгийг	NM	төлөвлөгөө
1184	572	мал эмнэлэг, үржлийн ажил, үйлчилгээ	малын удмын сан, эрүүл мэндийг хамгаалах зорилгоор хийж байгаа ашиг шим, үржлийн чанарыг сайжруулах, оношлогоо, шинжилгээ, тарилга, туулгалт, боловсруулалт, угаалга, эмчилгээ, мал, тэдгээрийн гаралтай түүхий эд, бүтээгдэхүүн, малын тэжээлд хийж байгаа чанар, ариун цэврийн магадлан шинжилгээ, баталгаажуулалт, орчны эрүүл ахуйн үнэлгээ, мэдээ мэдээлэл, мэргэжлийн зааварчилга, зөвлөгөө	NM	үйлчилгээ
2242	7320020	хүний эрх хамгаалагчийн эрхийг зөрчих	хүний эрх хамгаалах үйл ажиллагаатай нь холбогдуулан хүний эрх хамгаалагчид болон түүний гэр бүлийн гишүүн, асран хамгаалагч, хамтран амьдрагч, төрлийн хүн, хууль ёсны төлөөлөгчийг аливаа хэлбэрээр доромжлох, гүтгэх, худал мэдээлэл тараах, ялгаварлан гадуурхах, үйл ажиллагааг нь дэмжихгүй байхыг уриалах, албадах, хүч хэрэглэх, хүч хэрэглэхээр заналхийлэх, мөрдөж мөшгих, амь нас, эрүүл мэнд, эд хөрөнгөнд нь гэм хор учруулах үйлдэл, эс үйлдэхүйг	NM	зөрчих
2242	7320020	хүний эрх хамгаалагчийн эрхийг зөрчх	хүний эрх хамгаалах үйл ажиллагаатай нь холбогдуулан хүний эрх хамгаалагчид болон түүний гэр бүлийн гишүүн, асран хамгаалагч, хамтран амьдрагч, төрлийн хүн, хууль ёсны төлөөлөгчийг аливаа хэлбэрээр доромжлох, гүтгэх, худал мэдээлэл тараах, ялгаварлан гадуурхах, үйл ажиллагааг нь дэмжихгүй байхыг уриалах, албадах, хүч хэрэглэх, хүч хэрэглэхээр заналхийлэх, мөрдөж мөшгих, амь нас, эрүүл мэнд, эд хөрөнгөнд нь гэм хор учруулах үйлдэл, эс үйлдэхүйг	NM	зөрчих
1194	377	галт зэвсэг, тусгай хэрэгсэл хэрэглэх	хорих байрны хамгаалалтын болон дэг журам сахиулах үүрэг бүхий ажилтан энэ хууль, бусад хууль тогтоомжид заасан тохиолдолд галт зэвсэг, тусгай хэрэгсэл хэрэглэж болно.	NM	хэрэглэх
1194	377	галт зэвсэг, тусгай хэрэгсэл хэрэглх	хорих байрны хамгаалалтын болон дэг журам сахиулах үүрэг бүхий ажилтан энэ хууль, бусад хууль тогтоомжид заасан тохиолдолд галт зэвсэг, тусгай хэрэгсэл хэрэглэж болно.	NM	хэрэглэх
1197	1238	хүнсний аюулгүйн анхан шатны үзүүлэлт	мэдрэхүйгээр буюу  түргэвчилсэн шинжилгээний аргаар  тодорхойлогдох  эрүүл  ахуйн хэм хэмжээ	NM	үзүүлэлт
1198	681	нягтлан бодох бүртгэлийн мөнгөн суурь	мөнгө хүлээн авсан буюу төлсөн үед орлого болон зардлыг хүлээн зөвшөөрч бүртгэх арга	NM	суурь
1198	681	нягтлан бодох бүртгэлийн мөнгөн суури	мөнгө хүлээн авсан буюу төлсөн үед орлого болон зардлыг хүлээн зөвшөөрч бүртгэх арга	NM	суурь
1198	681	нягтлан бодох бүртгэлийн мөнгөн суур	мөнгө хүлээн авсан буюу төлсөн үед орлого болон зардлыг хүлээн зөвшөөрч бүртгэх арга	NM	суурь
1199	943	төрийн тусгай хамгаалалтын алба хаагч	төрийн тусгай хамгаалалтын алба хаагчийн тангараг өргөж, хамгаалалтын үүрэг гүйцэтгэж байгаа иргэн	NM	хаагч
1200	364	гаалийн баталгаат үзэсгэлэнгийн газар	тэргүүний техник, технологи судлах, захиалах аятай нөхцлийг бүрдүүлэх зорилгоор гаалийн нутаг дэвсгэр дээр гаалийн баталгаат үзэсгэлэнгийн газрыг байгуулж болно.	NM	газар
1200	364	гаалийн баталгаат үзэсгэлэнгийн газр	тэргүүний техник, технологи судлах, захиалах аятай нөхцлийг бүрдүүлэх зорилгоор гаалийн нутаг дэвсгэр дээр гаалийн баталгаат үзэсгэлэнгийн газрыг байгуулж болно.	NM	газар
1201	177	биет байдлын доголдолгүй ажлын үр дүн	гэрээнд заасан тоо, хэмжээ, чанарт тохирч байвал	NM	дүн
1203	73	ахуйн болон үйлдвэрлэлийн хог хаягдал	хэрэглээний болон үйлдвэрлэл, үйлчилгээний явцад үүсч, цаашид тухайн зориулалтаар хэрэглэгдэхгүй болсон эд юмс	NM	хаягдал
1203	73	ахуйн болон үйлдвэрлэлийн хог хаягдл	хэрэглээний болон үйлдвэрлэл, үйлчилгээний явцад үүсч, цаашид тухайн зориулалтаар хэрэглэгдэхгүй болсон эд юмс	NM	хаягдал
2241	6810042	хог хаягдлыг эх үүсвэр дээр бууруулах	хог хаягдал бага үүсгэдэг, үр ашигтай, удаан хугацаанд ашиглах боломжтой бүтээгдэхүүн импортлох, хэрэглэх болон хог хаягдалгүй эсхүл хамгийн бага хэмжээгээр үүсгэдэг технологиор бүтээгдэхүүн үйлдвэрлэхийг	NM	бууруулах
2241	6810042	хог хаягдлыг эх үүсвэр дээр бууруулх	хог хаягдал бага үүсгэдэг, үр ашигтай, удаан хугацаанд ашиглах боломжтой бүтээгдэхүүн импортлох, хэрэглэх болон хог хаягдалгүй эсхүл хамгийн бага хэмжээгээр үүсгэдэг технологиор бүтээгдэхүүн үйлдвэрлэхийг	NM	бууруулах
1204	280	газрын тосны хэрэг эрхлэх байгууллага	бнмау-ын засгийн газраас газрын тостой холбогдсон үйл ажиллагаа явуулах тухай гэрээ байгуулах, түүний биелэлтэд хяналт тавих эрх олгосон байгууллага	NM	байгууллага
1204	280	газрын тосны хэрэг эрхлэх байгууллаг	бнмау-ын засгийн газраас газрын тостой холбогдсон үйл ажиллагаа явуулах тухай гэрээ байгуулах, түүний биелэлтэд хяналт тавих эрх олгосон байгууллага	NM	байгууллага
