	id	leg_term	desc	pos_tag	term_root
2333	140018	ёслол, хүндэтгэлийн арга хэмжээний зардл	аж ахуйн үйл ажиллагааны хүрээнд бизнесийн харилцаа шинээр тогтоох, хамтын ажиллагааг өргөжүүлэх зорилгоор зочид, төлөөлөгчдийг хүлээн авахад зарцуулсан тээврийн зардал, хүлээн авалт, зочид буудал, зоогийн газрын зардал болон орчуулагчийн хөлс	NM	зардал
2333	140018	ёслол, хүндэтгэль арга хэмжээний зардал	аж ахуйн үйл ажиллагааны хүрээнд бизнесийн харилцаа шинээр тогтоох, хамтын ажиллагааг өргөжүүлэх зорилгоор зочид, төлөөлөгчдийг хүлээн авахад зарцуулсан тээврийн зардал, хүлээн авалт, зочид буудал, зоогийн газрын зардал болон орчуулагчийн хөлс	NM	зардал
2333	140018	ёслол, хүндэтгэл арга хэмжээний зардл	аж ахуйн үйл ажиллагааны хүрээнд бизнесийн харилцаа шинээр тогтоох, хамтын ажиллагааг өргөжүүлэх зорилгоор зочид, төлөөлөгчдийг хүлээн авахад зарцуулсан тээврийн зардал, хүлээн авалт, зочид буудал, зоогийн газрын зардал болон орчуулагчийн хөлс	NM	зардал
2333	140018	ёслол, хүндэтгэль арга хэмжээний зардл	аж ахуйн үйл ажиллагааны хүрээнд бизнесийн харилцаа шинээр тогтоох, хамтын ажиллагааг өргөжүүлэх зорилгоор зочид, төлөөлөгчдийг хүлээн авахад зарцуулсан тээврийн зардал, хүлээн авалт, зочид буудал, зоогийн газрын зардал болон орчуулагчийн хөлс	NM	зардал
2333	140018	ёслол, хүндэтгэл арга хэмжээний зардал	аж ахуйн үйл ажиллагааны хүрээнд бизнесийн харилцаа шинээр тогтоох, хамтын ажиллагааг өргөжүүлэх зорилгоор зочид, төлөөлөгчдийг хүлээн авахад зарцуулсан тээврийн зардал, хүлээн авалт, зочид буудал, зоогийн газрын зардал болон орчуулагчийн хөлс	NM	зардал
2331	8260037	өсвөр насны сэжигтэн, яллагдагч, шүүгдэгч	эрүүгийн хуулийн 81 дүгээр зүйлийн 1 дэх хэсэгт заасан хүнийг	NM	шүүгдэгч
2331	8260037	өсвр насны сэжигтэн, яллагдагч, шүүгдэгч	эрүүгийн хуулийн 81 дүгээр зүйлийн 1 дэх хэсэгт заасан хүнийг	NM	шүүгдэгч
2330	7670024	хэмжих хэрэгслийн шалгалт баталгаажуулалт	хэмжих хэрэгсэл нь тогтоосон шаардлагад нийцэж байгаа эсэхийг эрх бүхий байгууллагаас шалган нотлох тохирлын үнэлгээний үйл ажиллагааг	NM	баталгаажуулалт
2330	7670024	хэмжих хэрэгсль шалгалт баталгаажуулалт	хэмжих хэрэгсэл нь тогтоосон шаардлагад нийцэж байгаа эсэхийг эрх бүхий байгууллагаас шалган нотлох тохирлын үнэлгээний үйл ажиллагааг	NM	баталгаажуулалт
2330	7670024	хэмжих хэрэгсл шалгалт баталгаажуулалт	хэмжих хэрэгсэл нь тогтоосон шаардлагад нийцэж байгаа эсэхийг эрх бүхий байгууллагаас шалган нотлох тохирлын үнэлгээний үйл ажиллагааг	NM	баталгаажуулалт
2332	3790013	монгол улсын хүний эрхийн үндэсний комисс	монгол улсын үндсэн хууль, хууль, олон улсын гэрээнд заасан хүний эрх, эрх чөлөөний хэрэгжилтэд хяналт тавьж, хүний эрхийг хамгаалах, дэмжих чиг үүрэг бүхий хараат бус, бие даасан үндэсний байгууллагыг	NM	комисс
2332	3790013	монгол улсын хүний эрх үндэсний комисс	монгол улсын үндсэн хууль, хууль, олон улсын гэрээнд заасан хүний эрх, эрх чөлөөний хэрэгжилтэд хяналт тавьж, хүний эрхийг хамгаалах, дэмжих чиг үүрэг бүхий хараат бус, бие даасан үндэсний байгууллагыг	NM	комисс
2332	3790013	монгл улсын хүний эрх үндэсний комисс	монгол улсын үндсэн хууль, хууль, олон улсын гэрээнд заасан хүний эрх, эрх чөлөөний хэрэгжилтэд хяналт тавьж, хүний эрхийг хамгаалах, дэмжих чиг үүрэг бүхий хараат бус, бие даасан үндэсний байгууллагыг	NM	комисс
2332	3790013	монгол улс хүний эрхь үндэсний комисс	монгол улсын үндсэн хууль, хууль, олон улсын гэрээнд заасан хүний эрх, эрх чөлөөний хэрэгжилтэд хяналт тавьж, хүний эрхийг хамгаалах, дэмжих чиг үүрэг бүхий хараат бус, бие даасан үндэсний байгууллагыг	NM	комисс
2332	3790013	монгл улсын хүний эрхь үндэсний комисс	монгол улсын үндсэн хууль, хууль, олон улсын гэрээнд заасан хүний эрх, эрх чөлөөний хэрэгжилтэд хяналт тавьж, хүний эрхийг хамгаалах, дэмжих чиг үүрэг бүхий хараат бус, бие даасан үндэсний байгууллагыг	NM	комисс
2332	3790013	монгол улсын хүний эрхь үндэсний комисс	монгол улсын үндсэн хууль, хууль, олон улсын гэрээнд заасан хүний эрх, эрх чөлөөний хэрэгжилтэд хяналт тавьж, хүний эрхийг хамгаалах, дэмжих чиг үүрэг бүхий хараат бус, бие даасан үндэсний байгууллагыг	NM	комисс
2327	140428	үндэстэн дамнасан группийн санхүүгийн жил	үндэстэн дамнасан группийн толгой этгээдийн санхүүгийн тайлан хамрах хугацааг	NM	жил
2327	140428	үндэстн дамнасан групп санхүүгийн жил	үндэстэн дамнасан группийн толгой этгээдийн санхүүгийн тайлан хамрах хугацааг	NM	жил
2327	140428	үндэстэн дамнасн группийн санхүүг жил	үндэстэн дамнасан группийн толгой этгээдийн санхүүгийн тайлан хамрах хугацааг	NM	жил
2327	140428	үндэстэн дамнасан группь санхүүг жил	үндэстэн дамнасан группийн толгой этгээдийн санхүүгийн тайлан хамрах хугацааг	NM	жил
2327	140428	үндэстэн дамнасан группийн санхүүг жил	үндэстэн дамнасан группийн толгой этгээдийн санхүүгийн тайлан хамрах хугацааг	NM	жил
2327	140428	үндэстн дамнасан группь санхүүгь жил	үндэстэн дамнасан группийн толгой этгээдийн санхүүгийн тайлан хамрах хугацааг	NM	жил
2326	6770104	төлөвлөлтөд суурилсан төсөвлөлтийн зарчим	энэ хуулийн 69-д заасан богино хугацааны төлөвлөлтийн баримт бичиг болох улсын болон орон нутгийн төсвийг төлөвлөхдөө 6103, 6104-т заасан шаардлагыг хангаж улсын болон аймаг, нийслэл, хотын хөгжлийн жилийн төлөвлөгөөнд суурилан боловсруулахыг	NM	зарчим
2326	6770104	төлөвлөлтөд суурилсн төсөвлөлтийн зарчим	энэ хуулийн 69-д заасан богино хугацааны төлөвлөлтийн баримт бичиг болох улсын болон орон нутгийн төсвийг төлөвлөхдөө 6103, 6104-т заасан шаардлагыг хангаж улсын болон аймаг, нийслэл, хотын хөгжлийн жилийн төлөвлөгөөнд суурилан боловсруулахыг	NM	зарчим
2326	6770104	төлөвлөлтд суурилсан төсөвлөлть зарчим	энэ хуулийн 69-д заасан богино хугацааны төлөвлөлтийн баримт бичиг болох улсын болон орон нутгийн төсвийг төлөвлөхдөө 6103, 6104-т заасан шаардлагыг хангаж улсын болон аймаг, нийслэл, хотын хөгжлийн жилийн төлөвлөгөөнд суурилан боловсруулахыг	NM	зарчим
2326	6770104	төлөвлөлтөд суурилсан төсөвлөлть зарчим	энэ хуулийн 69-д заасан богино хугацааны төлөвлөлтийн баримт бичиг болох улсын болон орон нутгийн төсвийг төлөвлөхдөө 6103, 6104-т заасан шаардлагыг хангаж улсын болон аймаг, нийслэл, хотын хөгжлийн жилийн төлөвлөгөөнд суурилан боловсруулахыг	NM	зарчим
2326	6770104	төлөвлөлтд суурилсан төсөвлөлт зарчим	энэ хуулийн 69-д заасан богино хугацааны төлөвлөлтийн баримт бичиг болох улсын болон орон нутгийн төсвийг төлөвлөхдөө 6103, 6104-т заасан шаардлагыг хангаж улсын болон аймаг, нийслэл, хотын хөгжлийн жилийн төлөвлөгөөнд суурилан боловсруулахыг	NM	зарчим
2326	6770104	төлөвлөлтөд суурилсан төсөвлөлт зарчим	энэ хуулийн 69-д заасан богино хугацааны төлөвлөлтийн баримт бичиг болох улсын болон орон нутгийн төсвийг төлөвлөхдөө 6103, 6104-т заасан шаардлагыг хангаж улсын болон аймаг, нийслэл, хотын хөгжлийн жилийн төлөвлөгөөнд суурилан боловсруулахыг	NM	зарчим
2325	6770097	төлөвлөлт нь үр дүнд чиглэсэн байх зарчим	хөгжлийн бодлого, төлөвлөлтийн баримт бичгийг хэрэгжүүлснээр бий болох үр дүнг тодорхойлж, түүнд чиглэсэн зорилго, зорилт, үйл ажиллагааг тодорхой зохион байгуулалт, дэс дарааллын дагуу төлөвлөхийг	NM	зарчим
2325	6770097	төлөвлөлт нь үр дүнд чиглэсн байх зарчим	хөгжлийн бодлого, төлөвлөлтийн баримт бичгийг хэрэгжүүлснээр бий болох үр дүнг тодорхойлж, түүнд чиглэсэн зорилго, зорилт, үйл ажиллагааг тодорхой зохион байгуулалт, дэс дарааллын дагуу төлөвлөхийг	NM	зарчим
2325	6770097	төлөвлөлт ни үр дүнд чиглэсн байх зарчим	хөгжлийн бодлого, төлөвлөлтийн баримт бичгийг хэрэгжүүлснээр бий болох үр дүнг тодорхойлж, түүнд чиглэсэн зорилго, зорилт, үйл ажиллагааг тодорхой зохион байгуулалт, дэс дарааллын дагуу төлөвлөхийг	NM	зарчим
2325	6770097	төлөвлөлт ни үр дүнд чиглэсэн байх зарчим	хөгжлийн бодлого, төлөвлөлтийн баримт бичгийг хэрэгжүүлснээр бий болох үр дүнг тодорхойлж, түүнд чиглэсэн зорилго, зорилт, үйл ажиллагааг тодорхой зохион байгуулалт, дэс дарааллын дагуу төлөвлөхийг	NM	зарчим
2324	760023	барилга байгууламжийг засварлах, тоноглох	ашиглалтын хэвийн нөхцөлийг дээшлүүлэх зорилгоор барилга байгууламжийг бүхэлд нь буюу хэсэгчлэн засварлаж, нэмэлт болон тусгай тоног төхөөрөмж суурилуулах үйл ажиллагааг	NM	тоноглох
2324	760023	барилга байгууламжийг засварлах, тоноглх	ашиглалтын хэвийн нөхцөлийг дээшлүүлэх зорилгоор барилга байгууламжийг бүхэлд нь буюу хэсэгчлэн засварлаж, нэмэлт болон тусгай тоног төхөөрөмж суурилуулах үйл ажиллагааг	NM	тоноглох
2329	6270030	террорист үйлдлийн сөрөг тусгай ажиллагаа	террорист үйлдлийг таслан зогсоох, террорист этгээдийг аюулгүй болгох, баривчлах, хүн, хуулийн этгээдийн аюулгүй байдлыг хангах, хор уршгийг багасгах зорилгоор цагдаа, тагнуул, шүүхийн шийдвэр гүйцэтгэх болон төрийн цэргийн байгууллагын томилгоот хүч хэрэгслээр нэгдмэл бодлого, төлөвлөгөө, удирдлагаар гүйцэтгэх цогц ажиллагааг	NM	ажиллагаа
2329	6270030	террорист үйлдль сөрг тусгай ажиллагаа	террорист үйлдлийг таслан зогсоох, террорист этгээдийг аюулгүй болгох, баривчлах, хүн, хуулийн этгээдийн аюулгүй байдлыг хангах, хор уршгийг багасгах зорилгоор цагдаа, тагнуул, шүүхийн шийдвэр гүйцэтгэх болон төрийн цэргийн байгууллагын томилгоот хүч хэрэгслээр нэгдмэл бодлого, төлөвлөгөө, удирдлагаар гүйцэтгэх цогц ажиллагааг	NM	ажиллагаа
2329	6270030	террорист үйлдл сөрг тусгай ажиллагаа	террорист үйлдлийг таслан зогсоох, террорист этгээдийг аюулгүй болгох, баривчлах, хүн, хуулийн этгээдийн аюулгүй байдлыг хангах, хор уршгийг багасгах зорилгоор цагдаа, тагнуул, шүүхийн шийдвэр гүйцэтгэх болон төрийн цэргийн байгууллагын томилгоот хүч хэрэгслээр нэгдмэл бодлого, төлөвлөгөө, удирдлагаар гүйцэтгэх цогц ажиллагааг	NM	ажиллагаа
2329	6270030	террорист үйлдль сөрөг тусгай ажиллагаа	террорист үйлдлийг таслан зогсоох, террорист этгээдийг аюулгүй болгох, баривчлах, хүн, хуулийн этгээдийн аюулгүй байдлыг хангах, хор уршгийг багасгах зорилгоор цагдаа, тагнуул, шүүхийн шийдвэр гүйцэтгэх болон төрийн цэргийн байгууллагын томилгоот хүч хэрэгслээр нэгдмэл бодлого, төлөвлөгөө, удирдлагаар гүйцэтгэх цогц ажиллагааг	NM	ажиллагаа
2329	6270030	террорист үйлдл сөрөг тусгай ажиллагаа	террорист үйлдлийг таслан зогсоох, террорист этгээдийг аюулгүй болгох, баривчлах, хүн, хуулийн этгээдийн аюулгүй байдлыг хангах, хор уршгийг багасгах зорилгоор цагдаа, тагнуул, шүүхийн шийдвэр гүйцэтгэх болон төрийн цэргийн байгууллагын томилгоот хүч хэрэгслээр нэгдмэл бодлого, төлөвлөгөө, удирдлагаар гүйцэтгэх цогц ажиллагааг	NM	ажиллагаа
2329	6270030	террорист үйлдлийн сөрг тусгай ажиллагаа	террорист үйлдлийг таслан зогсоох, террорист этгээдийг аюулгүй болгох, баривчлах, хүн, хуулийн этгээдийн аюулгүй байдлыг хангах, хор уршгийг багасгах зорилгоор цагдаа, тагнуул, шүүхийн шийдвэр гүйцэтгэх болон төрийн цэргийн байгууллагын томилгоот хүч хэрэгслээр нэгдмэл бодлого, төлөвлөгөө, удирдлагаар гүйцэтгэх цогц ажиллагааг	NM	ажиллагаа
2347	6970016	гадаадын хөрөнгө оруулалттай аж ахуйн нэгж	монгол улсын хууль тогтоомжийн дагуу байгуулагдсан, хуулийн этгээдийн нийт гаргасан хувьцааны 25 буюу түүнээс дээш хувийг гадаадын хөрөнгө оруулагч эзэмшиж байгаа бөгөөд гадаадын хөрөнгө оруулагч тус бүрийн оруулсан хөрөнгө оруулалтын хэмжээ нь 100 мянган америк доллар буюу түүнтэй тэнцэх хэмжээний төгрөгөөс дээш байх аж ахуйн нэгжийг	NM	нэгж
2347	6970016	гадаад хөрөнгө оруулалттай аж ахуйн нэгж	монгол улсын хууль тогтоомжийн дагуу байгуулагдсан, хуулийн этгээдийн нийт гаргасан хувьцааны 25 буюу түүнээс дээш хувийг гадаадын хөрөнгө оруулагч эзэмшиж байгаа бөгөөд гадаадын хөрөнгө оруулагч тус бүрийн оруулсан хөрөнгө оруулалтын хэмжээ нь 100 мянган америк доллар буюу түүнтэй тэнцэх хэмжээний төгрөгөөс дээш байх аж ахуйн нэгжийг	NM	нэгж
1237	609	монгол улсад оршин суугч бус татвар төлөгч	байнга болон түр оршин суугчаас бусад татвар төлөгч	NM	төлөгч
1237	609	монгл улсад оршин суугч бус татвар төлөгч	байнга болон түр оршин суугчаас бусад татвар төлөгч	NM	төлөгч
1237	609	монгол улсд оршин суугч бус татвар төлөгч	байнга болон түр оршин суугчаас бусад татвар төлөгч	NM	төлөгч
1237	609	монгол улсад оршин суугч бус татвр төлөгч	байнга болон түр оршин суугчаас бусад татвар төлөгч	NM	төлөгч
1237	609	монгол улсд оршин суугч бус татвр төлөгч	байнга болон түр оршин суугчаас бусад татвар төлөгч	NM	төлөгч
1237	609	монгл улсд оршин суугч бус татвар төлөгч	байнга болон түр оршин суугчаас бусад татвар төлөгч	NM	төлөгч
2345	1420012	гадаадын цэргийн хүчнийг дамжин өнгөрүүлэх	энэ хууль, монгол улсын олон улсын гэрээний дагуу тэднийг улсын хил нэвтрүүлэн өөрийн нутаг дэвсгэр, агаарын зайгаар өнгөрүүлж гаргахыг хэлнэ	NM	өнгөрүүлэх
2345	1420012	гадаадын цэрг хүчнийг дамжин өнгөрүүлэх	энэ хууль, монгол улсын олон улсын гэрээний дагуу тэднийг улсын хил нэвтрүүлэн өөрийн нутаг дэвсгэр, агаарын зайгаар өнгөрүүлж гаргахыг хэлнэ	NM	өнгөрүүлэх
2345	1420012	гадаадын цэргь хүчнийг дамжин өнгөрүүлэх	энэ хууль, монгол улсын олон улсын гэрээний дагуу тэднийг улсын хил нэвтрүүлэн өөрийн нутаг дэвсгэр, агаарын зайгаар өнгөрүүлж гаргахыг хэлнэ	NM	өнгөрүүлэх
2345	1420012	гадаад цэрг хүчнийг дамжин өнгөрүүлх	энэ хууль, монгол улсын олон улсын гэрээний дагуу тэднийг улсын хил нэвтрүүлэн өөрийн нутаг дэвсгэр, агаарын зайгаар өнгөрүүлж гаргахыг хэлнэ	NM	өнгөрүүлэх
2345	1420012	гадаад цэргийн хүчнийг дамжин өнгөрүүлэх	энэ хууль, монгол улсын олон улсын гэрээний дагуу тэднийг улсын хил нэвтрүүлэн өөрийн нутаг дэвсгэр, агаарын зайгаар өнгөрүүлж гаргахыг хэлнэ	NM	өнгөрүүлэх
2345	1420012	гадаадын цэрг хүчнийг дамжин өнгөрүүлх	энэ хууль, монгол улсын олон улсын гэрээний дагуу тэднийг улсын хил нэвтрүүлэн өөрийн нутаг дэвсгэр, агаарын зайгаар өнгөрүүлж гаргахыг хэлнэ	NM	өнгөрүүлэх
2346	4940022	гэрээний баталсан буюу жинхэлсэн эх бичвэр	олон улсын гэрээний эрх зүйн тухай венийн конвенцийн 9, 10 дугаар зүйлд заасны дагуу талууд олон талт олон улсын гэрээний төслийг эцэслэн тохиролцож, баталгаажуулсан гэрээний эх бичвэрийг	NM	бичвэр
2346	4940022	гэрээний баталсн буюу жинхэлсэн эх бичвр	олон улсын гэрээний эрх зүйн тухай венийн конвенцийн 9, 10 дугаар зүйлд заасны дагуу талууд олон талт олон улсын гэрээний төслийг эцэслэн тохиролцож, баталгаажуулсан гэрээний эх бичвэрийг	NM	бичвэр
2346	4940022	гэрээний баталсн буюу жинхэлсэн эх бичвэр	олон улсын гэрээний эрх зүйн тухай венийн конвенцийн 9, 10 дугаар зүйлд заасны дагуу талууд олон талт олон улсын гэрээний төслийг эцэслэн тохиролцож, баталгаажуулсан гэрээний эх бичвэрийг	NM	бичвэр
2346	4940022	гэрээний баталсн буюу жинхэлсн эх бичвэр	олон улсын гэрээний эрх зүйн тухай венийн конвенцийн 9, 10 дугаар зүйлд заасны дагуу талууд олон талт олон улсын гэрээний төслийг эцэслэн тохиролцож, баталгаажуулсан гэрээний эх бичвэрийг	NM	бичвэр
2346	4940022	гэрээний баталсан буюу жинхэлсн эх бичвэр	олон улсын гэрээний эрх зүйн тухай венийн конвенцийн 9, 10 дугаар зүйлд заасны дагуу талууд олон талт олон улсын гэрээний төслийг эцэслэн тохиролцож, баталгаажуулсан гэрээний эх бичвэрийг	NM	бичвэр
2346	4940022	гэрээний баталсан буюу жинхэлсн эх бичвр	олон улсын гэрээний эрх зүйн тухай венийн конвенцийн 9, 10 дугаар зүйлд заасны дагуу талууд олон талт олон улсын гэрээний төслийг эцэслэн тохиролцож, баталгаажуулсан гэрээний эх бичвэрийг	NM	бичвэр
2348	8360042	эмнэлгийн урт хугацааны тусламж, үйлчилгээ	сувилахуйн болон сэргээн засахын дагнасан тусламж, үйлчилгээг 1 сар ба түүнээс дээш хугацаагаар үзүүлэх үйл ажиллагааг	NM	үйлчилгээ
2348	8360042	эмнэлгь урт хугацааны тусламж, үйлчилгээ	сувилахуйн болон сэргээн засахын дагнасан тусламж, үйлчилгээг 1 сар ба түүнээс дээш хугацаагаар үзүүлэх үйл ажиллагааг	NM	үйлчилгээ
2348	8360042	эмнэлг урт хугацааны тусламж, үйлчилгээ	сувилахуйн болон сэргээн засахын дагнасан тусламж, үйлчилгээг 1 сар ба түүнээс дээш хугацаагаар үзүүлэх үйл ажиллагааг	NM	үйлчилгээ
1245	346	гал түймэр унтраах ажлын зохион байгуулалт	хүний амь нас, эрүүл мэнд, эд хөрөнгө, байгалийн баялагийг гал түймрийн аюулаас авран хамгаалах, гал түймрийг унтраах арга ажиллагаа	NM	байгуулалт
1245	346	гал түймр унтраах ажлын зохион байгуулалт	хүний амь нас, эрүүл мэнд, эд хөрөнгө, байгалийн баялагийг гал түймрийн аюулаас авран хамгаалах, гал түймрийг унтраах арга ажиллагаа	NM	байгуулалт
1245	346	гал түймэр унтраах ажл зохион байгуулалт	хүний амь нас, эрүүл мэнд, эд хөрөнгө, байгалийн баялагийг гал түймрийн аюулаас авран хамгаалах, гал түймрийг унтраах арга ажиллагаа	NM	байгуулалт
1245	346	гал түймр унтраах ажл зохион байгуулалт	хүний амь нас, эрүүл мэнд, эд хөрөнгө, байгалийн баялагийг гал түймрийн аюулаас авран хамгаалах, гал түймрийг унтраах арга ажиллагаа	NM	байгуулалт
2350	2420016	зэвсэгт хүчний төрийн захиргааны удирдлага	зэвсэгт хүчинд холбогдох хууль тогтоомжийг мөрдүүлэх, бүрэн эрхийнхээ хүрээнд эрх зүйн хэм хэмжээг тогтоох, хэрэгжилтийг хангах, зэвсэгт хүчинд иргэний хяналт тавих үйл ажиллагааг	NM	удирдлага
2350	2420016	зэвсэгт хүчний төрь захиргааны удирдлага	зэвсэгт хүчинд холбогдох хууль тогтоомжийг мөрдүүлэх, бүрэн эрхийнхээ хүрээнд эрх зүйн хэм хэмжээг тогтоох, хэрэгжилтийг хангах, зэвсэгт хүчинд иргэний хяналт тавих үйл ажиллагааг	NM	удирдлага
2350	2420016	зэвсэгт хүчний төр захиргааны удирдлага	зэвсэгт хүчинд холбогдох хууль тогтоомжийг мөрдүүлэх, бүрэн эрхийнхээ хүрээнд эрх зүйн хэм хэмжээг тогтоох, хэрэгжилтийг хангах, зэвсэгт хүчинд иргэний хяналт тавих үйл ажиллагааг	NM	удирдлага
2351	5580014	сэтгэцийн эрүүл мэндийн тулгамдсан асуудал	нийгэм, сэтгэл зүйн шалтгааны улмаас хүний сэтгэхүй, сэтгэл хөдлөл, зан үйл түр хямарсан байдлыг	NM	асуудал
2351	5580014	сэтгэць эрүүл мэндь тулгамдсн асуудал	нийгэм, сэтгэл зүйн шалтгааны улмаас хүний сэтгэхүй, сэтгэл хөдлөл, зан үйл түр хямарсан байдлыг	NM	асуудал
2351	5580014	сэтгэц эрүүл мэндь тулгамдсан асуудл	нийгэм, сэтгэл зүйн шалтгааны улмаас хүний сэтгэхүй, сэтгэл хөдлөл, зан үйл түр хямарсан байдлыг	NM	асуудал
2351	5580014	сэтгэць эрүүл мэнд тулгамдсан асуудал	нийгэм, сэтгэл зүйн шалтгааны улмаас хүний сэтгэхүй, сэтгэл хөдлөл, зан үйл түр хямарсан байдлыг	NM	асуудал
2351	5580014	сэтгэцийн эрүүл мэнд тулгамдсн асуудл	нийгэм, сэтгэл зүйн шалтгааны улмаас хүний сэтгэхүй, сэтгэл хөдлөл, зан үйл түр хямарсан байдлыг	NM	асуудал
2351	5580014	сэтгэць эрүүл мэндь тулгамдсан асуудл	нийгэм, сэтгэл зүйн шалтгааны улмаас хүний сэтгэхүй, сэтгэл хөдлөл, зан үйл түр хямарсан байдлыг	NM	асуудал
2352	1570025	генетик нөөцтэй холбоотой уламжлалт мэдлэг	аман болон бичмэл, бусад хэлбэрээр өвлөгдөн, уламжлагдаж ирсэн биологийн нөөцийн онцлог шинж чанар, түүнийг ашиглах мэдлэг, арга ухаан, дадлыг	NM	мэдлэг
2352	1570025	генетик нөөцтэй холбоотой уламжлалт мэдлг	аман болон бичмэл, бусад хэлбэрээр өвлөгдөн, уламжлагдаж ирсэн биологийн нөөцийн онцлог шинж чанар, түүнийг ашиглах мэдлэг, арга ухаан, дадлыг	NM	мэдлэг
1239	719	олон улсын гэрээний үйлчлэлийг түр зогсоох	тухайн олон улсын гэрээг бүхэлд нь буюу түүний зарим заалтыг тодорхой буюу тодорхой бус хугацаагаар дагаж мөрдөхөөс түдгэлзэх	NM	зогсоох
1239	719	олн улс гэрээний үйлчлэлийг түр зогсоох	тухайн олон улсын гэрээг бүхэлд нь буюу түүний зарим заалтыг тодорхой буюу тодорхой бус хугацаагаар дагаж мөрдөхөөс түдгэлзэх	NM	зогсоох
1239	719	олон улс гэрээний үйлчлэлийг түр зогсоох	тухайн олон улсын гэрээг бүхэлд нь буюу түүний зарим заалтыг тодорхой буюу тодорхой бус хугацаагаар дагаж мөрдөхөөс түдгэлзэх	NM	зогсоох
1239	719	олн улсын гэрээний үйлчлэлийг түр зогсоох	тухайн олон улсын гэрээг бүхэлд нь буюу түүний зарим заалтыг тодорхой буюу тодорхой бус хугацаагаар дагаж мөрдөхөөс түдгэлзэх	NM	зогсоох
2353	20020	авлигаас урьдчилан сэргийлэх үйл ажиллагаа	авлигын шалтгаан, нөхцөлийг судлан тогтоох, тэдгээрийг арилгах, авлигыг таслан зогсооход чиглэгдсэн арга хэмжээний цогцолборыг	NM	ажиллагаа
2353	20020	авлигаас урьдчилн сэргийлх үйл ажиллагаа	авлигын шалтгаан, нөхцөлийг судлан тогтоох, тэдгээрийг арилгах, авлигыг таслан зогсооход чиглэгдсэн арга хэмжээний цогцолборыг	NM	ажиллагаа
2353	20020	авлигаас урьдчилан сэргийлх үйл ажиллагаа	авлигын шалтгаан, нөхцөлийг судлан тогтоох, тэдгээрийг арилгах, авлигыг таслан зогсооход чиглэгдсэн арга хэмжээний цогцолборыг	NM	ажиллагаа
2353	20020	авлигаас урьдчилн сэргийлэх үйл ажиллагаа	авлигын шалтгаан, нөхцөлийг судлан тогтоох, тэдгээрийг арилгах, авлигыг таслан зогсооход чиглэгдсэн арга хэмжээний цогцолборыг	NM	ажиллагаа
2349	20017	албан тушаалын эрх мэдлээ урвуулан ашиглах	албан тушаалын эрх мэдлийг албаны эрх ашгийн эсрэг буюу хувийн ашиг сонирхлоо гүйцэлдүүлэх зорилгод ашиглаж хийх ёстой үйлдлийг хийхгүй байх, хийх ёсгүй үйлдэл хийхийг	NM	ашиглах
2349	20017	албан тушаал эрх мэдлээ урвуулан ашиглах	албан тушаалын эрх мэдлийг албаны эрх ашгийн эсрэг буюу хувийн ашиг сонирхлоо гүйцэлдүүлэх зорилгод ашиглаж хийх ёстой үйлдлийг хийхгүй байх, хийх ёсгүй үйлдэл хийхийг	NM	ашиглах
2349	20017	албн тушаал эрх мэдлээ урвуулан ашиглх	албан тушаалын эрх мэдлийг албаны эрх ашгийн эсрэг буюу хувийн ашиг сонирхлоо гүйцэлдүүлэх зорилгод ашиглаж хийх ёстой үйлдлийг хийхгүй байх, хийх ёсгүй үйлдэл хийхийг	NM	ашиглах
2349	20017	албн тушаал эрх мэдлээ урвуулан ашиглах	албан тушаалын эрх мэдлийг албаны эрх ашгийн эсрэг буюу хувийн ашиг сонирхлоо гүйцэлдүүлэх зорилгод ашиглаж хийх ёстой үйлдлийг хийхгүй байх, хийх ёсгүй үйлдэл хийхийг	NM	ашиглах
2349	20017	албан тушаалын эрх мэдлээ урвуулн ашиглах	албан тушаалын эрх мэдлийг албаны эрх ашгийн эсрэг буюу хувийн ашиг сонирхлоо гүйцэлдүүлэх зорилгод ашиглаж хийх ёстой үйлдлийг хийхгүй байх, хийх ёсгүй үйлдэл хийхийг	NM	ашиглах
2349	20017	албн тушаалын эрх мэдлээ урвуулан ашиглх	албан тушаалын эрх мэдлийг албаны эрх ашгийн эсрэг буюу хувийн ашиг сонирхлоо гүйцэлдүүлэх зорилгод ашиглаж хийх ёстой үйлдлийг хийхгүй байх, хийх ёсгүй үйлдэл хийхийг	NM	ашиглах
1240	198	бүх гишүүд нь бүрэн хариуцлагатай нөхөрлөл	нөхөрлөлийн хүлээсэн үүргийг гишүүд нь нөхөрлөлд оруулсан эд хөрөнгө болон хувийн өмчийн эд хөрөнгөөрөө хамтран хариуцдаг нөхөрлөл	NM	нөхөрлөл
1240	198	бүх гишүүд ни бүрн хариуцлагатай нөхөрлөл	нөхөрлөлийн хүлээсэн үүргийг гишүүд нь нөхөрлөлд оруулсан эд хөрөнгө болон хувийн өмчийн эд хөрөнгөөрөө хамтран хариуцдаг нөхөрлөл	NM	нөхөрлөл
1240	198	бүх гишүүд нь бүрэн хариуцлагатай нөхөрлл	нөхөрлөлийн хүлээсэн үүргийг гишүүд нь нөхөрлөлд оруулсан эд хөрөнгө болон хувийн өмчийн эд хөрөнгөөрөө хамтран хариуцдаг нөхөрлөл	NM	нөхөрлөл
